ward_id,timestamp,rain_mm_idw
TP Cần Thơ | Hồ Đắc Kiện,2025-11-17 13:00,7.280164051666252
TP Cần Thơ | Hồ Đắc Kiện,2025-11-17 14:00,17.81994441787221
TP Cần Thơ | Hồ Đắc Kiện,2025-11-17 15:00,12.287160440179507
TP Cần Thơ | Hồ Đắc Kiện,2025-11-17 16:00,4.143918451935804
TP Cần Thơ | Hồ Đắc Kiện,2025-11-18 13:00,4.494812406152768
TP Cần Thơ | Khánh Hòa,2025-11-16 13:00,2.4594830492071127
TP Cần Thơ | Khánh Hòa,2025-11-16 14:00,6.208928705353636
TP Cần Thơ | Khánh Hòa,2025-11-16 15:00,4.09505938721007
TP Cần Thơ | Khánh Hòa,2025-11-16 16:00,1.1473145621460608
TP Cần Thơ | Khánh Hòa,2025-11-16 21:00,4.540273155006722
TP Cần Thơ | Khánh Hòa,2025-11-16 22:00,1.1031219031943242
TP Cần Thơ | Khánh Hòa,2025-11-17 06:00,1.7888733536703136
TP Cần Thơ | Khánh Hòa,2025-11-17 07:00,2.776378823608939
TP Cần Thơ | Khánh Hòa,2025-11-17 10:00,2.9140668760161623
TP Cần Thơ | Khánh Hòa,2025-11-17 11:00,7.453328994419843
TP Cần Thơ | Khánh Hòa,2025-11-17 12:00,6.488672433551275
TP Cần Thơ | Khánh Hòa,2025-11-17 13:00,2.9887807558077126
TP Cần Thơ | Khánh Hòa,2025-11-17 14:00,6.063919704180904
TP Cần Thơ | Khánh Hòa,2025-11-17 15:00,4.814174508759696
TP Cần Thơ | Khánh Hòa,2025-11-17 16:00,1.52490862467501
TP Cần Thơ | Khánh Hòa,2025-11-18 13:00,1.273946574201189
TP Cần Thơ | Khánh Hòa,2025-11-18 23:00,1.215317249915693
TP Cần Thơ | Khánh Hòa,2025-11-19 00:00,2.6233906280923445
TP Cần Thơ | Khánh Hòa,2025-11-19 03:00,1.498148792447738
TP Cần Thơ | Khánh Hòa,2025-11-19 04:00,1.4646778529380735
TP Cần Thơ | Kế Sách,2025-11-13 20:00,1.8568676022069812
TP Cần Thơ | Kế Sách,2025-11-16 13:00,7.12962714026764
TP Cần Thơ | Kế Sách,2025-11-16 14:00,7.379234232311106
TP Cần Thơ | Kế Sách,2025-11-16 15:00,4.6262776867194715
TP Cần Thơ | Kế Sách,2025-11-16 16:00,2.1217188632652157
TP Cần Thơ | Kế Sách,2025-11-16 17:00,2.272475974120682
TP Cần Thơ | Kế Sách,2025-11-16 21:00,3.892016115917895
TP Cần Thơ | Kế Sách,2025-11-16 22:00,2.2114643830085035
TP Cần Thơ | Kế Sách,2025-11-17 10:00,10.713910695513157
TP Cần Thơ | Kế Sách,2025-11-17 11:00,7.289833651625203
TP Cần Thơ | Kế Sách,2025-11-17 12:00,14.000540112024629
TP Cần Thơ | Kế Sách,2025-11-17 13:00,5.744583088521231
TP Cần Thơ | Kế Sách,2025-11-17 14:00,15.255343155248712
TP Cần Thơ | Kế Sách,2025-11-17 15:00,14.347822889778442
TP Cần Thơ | Kế Sách,2025-11-17 16:00,2.6312040667754784
TP Cần Thơ | Kế Sách,2025-11-18 13:00,2.481229127708385
TP Cần Thơ | Lai Hòa,2025-11-16 14:00,5.805497036750121
TP Cần Thơ | Lai Hòa,2025-11-16 15:00,3.127256268815657
TP Cần Thơ | Lai Hòa,2025-11-16 16:00,2.363135242963953
TP Cần Thơ | Lai Hòa,2025-11-17 06:00,2.695949444468187
TP Cần Thơ | Lai Hòa,2025-11-17 07:00,6.441222900256034
TP Cần Thơ | Lai Hòa,2025-11-17 08:00,1.603221336194211
TP Cần Thơ | Lai Hòa,2025-11-17 09:00,2.3285203339765173
TP Cần Thơ | Lai Hòa,2025-11-17 11:00,11.361564026782665
TP Cần Thơ | Lai Hòa,2025-11-17 12:00,3.268298157528716
TP Cần Thơ | Lai Hòa,2025-11-17 13:00,1.614148297160545
TP Cần Thơ | Lai Hòa,2025-11-17 14:00,1.405166894322708
TP Cần Thơ | Lai Hòa,2025-11-17 15:00,1.661709630856509
TP Cần Thơ | Lai Hòa,2025-11-18 23:00,1.3762659700665465
TP Cần Thơ | Lai Hòa,2025-11-19 00:00,5.0933598340830235
TP Cần Thơ | Lai Hòa,2025-11-19 03:00,1.6682055806650904
TP Cần Thơ | Lai Hòa,2025-11-19 04:00,2.8505557091470464
TP Cần Thơ | Lai Hòa,2025-11-19 05:00,1.4179603762023956
TP Cần Thơ | Liêu Tú,2025-11-16 13:00,2.629053592485889
TP Cần Thơ | Liêu Tú,2025-11-16 14:00,4.543895532738858
